player_id,region,join_date,last_active_date,level,platform
2T5fDcCXG8kkKv6dq00zsTzZoHJD5H7hOyJWMRhXumJ1-mD3iDI9BRmeyfs2hbhjzWbAs5Q80qP5VA,EUW,2025-10-25,2025-10-25,49,PC
2TIEcxV69_xCBMMBw69I4ECWXugQTTmP7uIPZ1UuLb33XMfBkV9n_OjN9gni5kgAiokJk80wFPJHiw,EUW,2024-11-19,2024-11-19,11,PC
2TmNzoOITJcc7l0govKELedFWmT20bsYn1la2WoyksL6ub6zKqkHbFyuzjQLaYqjiCvCvh-6Fv2Jnw,EUW,2025-08-03,2025-08-03,663,PC
2Tnb8KqB7PeQeQV3zHowTu_NF43kzwa1bB7gJag_qvm-DJMWWx0xS71ECJy7HS4DXXl3II5PRfWAvw,EUW,2025-12-10,2025-12-10,464,PC
2TQazTsiiA9g_VCzgiErGH8-LrwGJjDA7rDsPKoqfsgskxZRopUIv6qj3PpOoNCKchYNKyDOEJrzYg,EUW,2025-08-14,2025-08-14,565,PC
2tYStEQjb2A90uYzp63XhY3zruCD2NxcDsLdGd_bbus_A7qegg7-KyoACv6R-07c6IxqpPF88bRytA,EUW,2025-05-18,2025-05-18,601,PC
2U0izSoWGTB25PidzFKIhjV56v-wEUsOTMa-WFn_HTP8yGH2BdsJoqneUe15IYWf4lEmoS5M0XlIgA,EUW,2025-08-06,2025-08-06,24,PC
2UwA-NafkoeMCxSeQTJtjLF6as66jK6C4SGnMAcJFLtukgVIi3GV5K5vkAUWtUXR0d615u_g17EhYg,EUW,2025-04-27,2025-04-27,163,PC
2uwUPnT-9ovV1IRDDgSvngT3MBbFpKHaBHmKM_iBdJg5wb08UVjNyANbSw1k3mkZQklTukgidPMlkg,EUW,2025-10-19,2025-10-19,25,PC
2uZg45xwCYgxabrO98NRzfi_Vjx9TmKa7QmGl12vsax4vs4OfDsSNcucFfkgdHcJESNeayPHltS-5A,EUW,2025-10-15,2025-10-15,3,PC
2V_MsT-ZdG4xOHw6I-zhjJmAZgQc_4FdlTH-XQy5rjt4SE5tw27p4Z1tKR1zzQlJYRMw8YlaiUsdRQ,EUW,2024-11-17,2024-11-17,57,PC
2v2a8A4Shs_p8dSJ1TtFn_p2a_wxhYkKSqtuNnstiQXJCN60Ut5sKwXU3Pym6MCgIUOJAD3bq22dbQ,EUW,2025-09-26,2025-09-26,124,PC
2V4OCCLRoyTwyvIOm8LDuN8srOAMzL6V9bBZwIVzfZloYrxcw_-bRAxCLEYmi3WPy-qrALZ9epQgHA,EUW,2025-08-04,2025-08-04,8,PC
2VjLlSwyrQkwzdDQ6uFy0IlB_hjoOmS3DX8-TFIRexrwo8REzNT3fKdm5PlkStAFWk0Ax25hEozKsA,EUW,2025-08-16,2025-08-16,506,PC
2VR__CEvlq9b2RMz7hTsQvbauqBI33DJQmwobqMbCz8VTw-jF9HYCtXqtiGLWhyJckJBgXrQZAH7ig,EUW,2025-12-14,2025-12-14,476,PC
2VvINOR1s1Scq7xrvwwczzHVD3q-OprGBeaQLy8TzzeYwUjPiISpH-GIiiZCFio18n33g3--OuEDOg,EUW,2025-12-07,2025-12-07,36,PC
2vWfU6uFqvjNPZPzGOsDAepZf2vWTEVJcN7PSFfM02PaI2-secLI1sin1A32oyBHxdSNGnVjYfrbqg,EUW,2024-10-03,2024-10-03,112,PC
2wGy7VXyeHB2eL_deDtkiHVkERUB0PCt0Py48ImdMM1boazX5xkRFpM6o7DdJ4Ws_oiB5LYMFIeOHQ,EUW,2025-10-12,2025-10-12,297,PC
2Wh9lCvAGcyUOfvLYT81YMR_KTUlT3k9pFyCOlAocOJAsmKrCtXOxdx5oINckp0Wvc2aLbbbwiyZ6Q,EUW,2025-12-11,2025-12-11,13,PC
2WhkV1uhTRfYFfm5ZrcI6K6kTfHsITFqY11s7HMmHIVKA80LArdmNbVnzhUYEjnFlnSAFBggMW1WaA,EUW,2025-01-29,2025-01-29,89,PC
2WKDnYEqZV4cOP9aZfaAQayYyAwqJDNds3oEEKdJXhHEOL911RcVIseMiLSKfnRnK1Jx7RiEiocVZw,EUW,2024-09-27,2024-09-27,458,PC
2wzPAPsaOeRzoAIsHlHkba6SoW6lrXyDwyN0XHfR9Q-3tSC2KMG63MiyKGboo55lc23txFLLg18P-Q,EUW,2025-12-07,2025-12-07,240,PC
2x_I8ImE8rJWFtXIfXGofRsPSQVue-YOrgLnW6Z0nWKgfDJmM0j4o5cBr4zodRViL9-gFhgZjOY8yg,EUW,2025-11-09,2025-11-09,18,PC
2x1hkja78EqllInTkYZlFxKUdspZKOl3jG3B2HEfDNmUqiryykmBADEuNwJg5XGLzrP41LpsFCDqhQ,EUW,2025-09-25,2025-09-25,78,PC
2X286pfa9S_BJiqAlgBbBrRlTTvJ2VbeDnJtEEvXFM5xSc7FGdPrG8VexLbVu3aFyl7xuOWC6bDg8Q,EUW,2024-11-23,2024-11-23,158,PC
2xDWjD1QYfgGT34eRg0ftwrWQAYXDK-xVko6aLgz2oju_rZipW44oDd44Dp_qbOxZt5pf4hLj4hMdQ,EUW,2024-10-21,2024-10-21,62,PC
2XGWrEOPE8S2Z4Q0zNam8murh_YsH_1PAiJ9Xa8Q9s9lVQfKiecMXc4ltStzeQKymlrjZ3_FMH5Mhw,EUW,2025-02-23,2025-02-23,229,PC
2xJOOhHqB9ZGY6HqvNDDYPe2ho3t8gp8yQZoLlxuck4xFVntzsHg5TulBI9S3qaDkyS8aTadufI4xA,EUW,2025-07-02,2025-07-02,130,PC
2xmIrIPcHrhRzEx_XNTWouePkwmz-dCjzIG4CXn0659O5LntDduBZPzmJ9oUFSKLANiaWfRCHHp5-g,EUW,2025-11-25,2025-11-25,263,PC
2XsM8VCsLAyiBb_lBtx7JNZanoYIGgOVJPAdQ7rs6bBDUAd8dso5Z8ujQ5dncEpNXexMcK8e8vJdAw,EUW,2025-02-09,2025-02-09,73,PC
2xxc4SGWVH0S3QwcACMe0rFD-lKsbzA0PgejfAG3DIGcOw4PyapnkI-vYoIpvrHS9lGeLCytW5yz1Q,EUW,2025-11-27,2025-11-27,47,PC
2y_BYA5V8hafrjG-gCnG_0oVzx4akRrblkoywEookF33jRokpPDozVjeNcRYUOzr923tBZUi4PoHzQ,EUW,2024-11-23,2024-11-23,226,PC
2yePUJ3E7ZBxL8BUoWtsErNlTbBHfZ2sw4nRKrgyu7dP0wDoeCeOPrwZtQi-AKVOYOnmi-GQmberEw,EUW,2025-12-13,2025-12-13,58,PC
2YIxr5045EDkK-swRAokBMHiEG8Nkjb5Ltami8V4SSYz1XUTiRaV8fLeCXfFLhHEFg28bAfPlcVlJg,EUW,2025-12-14,2025-12-14,11,PC
2yiYrM6Zi2PYNQ2e_QabsWMsBBuYG6CZ3U3Rlu_8_XZ8WeOS9X3TWIXh5SouybS8adN1CBYxasW0jw,EUW,2025-08-05,2025-08-05,100,PC
2YjizrNo7SSjSgFmr2cj8iOt2Y6-qzccggItOIIvosT8rDD4NifoPjhKJQ-ANUMwIR1DI9j99-tQSA,EUW,2025-12-13,2025-12-13,30,PC
2Z2dy5LMQLH92Nx63I8DYgIKL1atSLtIpEfsrsG038yTK-PWYFwJAaL1hx_84iQ56S7YROCEFSPZuQ,EUW,2025-11-22,2025-11-22,25,PC
2zfixKIT-uVkdNG7s6gW4WxH4f0DxEtKQg_DI0YIbTWhSCm97Ix0mpy9X076qn5tdM_t_Pk3T7tcBg,EUW,2025-06-06,2025-06-06,83,PC
2ZhPV7FdLj07KR0OhWAtJ779yQ6GnMCrzo_ev2XdPLRrbkGphR0_t5LnPSAV3g_cUGtoyxIhBb1q6A,EUW,2025-03-04,2025-03-04,83,PC
2zInOG6Rm6f21q-0ruhk7r57EPsp-htOr8HURjhhOQP5hSN9O2MaiixaOLJcXQCcnZKtIpUTfqqZyQ,EUW,2025-10-21,2025-10-21,5,PC
2zoBl7x3gBxhx9k6Uy-xCA-15MMxR-3xUr-gNVYK4QOsvCLaLtSoSKYvcrWXrt-dEJOfmPVvYvJ9uA,EUW,2025-12-14,2025-12-14,36,PC
2zuDzTshaBInu3cTArm4i-agq9UAo6v5bmors2psUbhnFg3k0h5I2q6df8_uJJiL_XBuVYj7vFfq8Q,EUW,2025-12-12,2025-12-12,48,PC
2ZYp9V8Ma3HVj0J9wZVMDgtBvpqicB2RJliQemNRVVunam7PcFLS3bm3M-0IcPRI8MY97X5L_S-YXg,EUW,2024-11-01,2024-11-01,174,PC
2zZvakoitJPQFVPDowmbNsNFhZ_rX4ZlyeMvDSI1XRHg50oQOTjxLwj3byVdR-ECeX4l6ljPX824lA,EUW,2025-10-31,2025-10-31,15,PC
3-fezpAlZ1c1boOfkSeZHBZxqY4f2KQbjauuBKTHLQGVbzM3ZJmSQoMl-KrAKNjCuQznTZ88X5WK4A,EUW,2025-02-06,2025-02-06,78,PC
3-Jq1JqsyVncTnjyBC4B96b1g9jCQ23PNaAiaRCKGvBmRG7tQTMihZl9NQnDixd0PajzujVRly75Tg,EUW,2025-11-19,2025-11-19,646,PC
3-m3hwb83mCqXoEs1iWuVEjn8ISZT9PGHXTJBEDRQbHR64yh29nOmr2RgKijAKoqeOFsw7fS-BYuAA,EUW,2025-11-12,2025-11-12,316,PC
3_i5SiElOTuUV8fvcFtC2loH33XVEGZqJyPEgLER587fFWctfvAU8cjTg35QDaNLqcT0tVLEcTO-0w,EUW,2025-06-15,2025-06-15,117,PC
3_ltQl6rQBWheJoDTXZRAgtX01v-2uENSaxrV2B-czfAJfqrubRb_vmz06NDJu_cGgSJip-ulKEiAA,EUW,2025-05-18,2025-05-18,72,PC
3_OpUeqMjfqhn2atf4QLN9zVae6XUL9LC6-B_vf15tMA2pADqLA4Zo7PIQHBwXhQ926yHi5_5pefqg,EUW,2024-12-18,2024-12-18,1048,PC
3_sNQshR-PwbP_IG4fac4yzZACzZ06dfuiwl8DXgo9Ccf_aGN3008uuAfl2n58xaW0OyvgwpdNj_bA,EUW,2024-12-08,2024-12-08,96,PC
3_U5QdjyB5sbAebrHSrYPq6pn187mZjZeATplOhspw2w5FXZzMkDa_a8Q_q0ENWn2IttojTXFz9hJA,EUW,2025-07-12,2025-07-12,405,PC
3_yOUT4RWKcHMwdpGmhHhWhS8f-vpbEGwtbgURD7nyrh3RWoG1JXVTZ0wARp8J6dUyHW0gTwh7NMqw,EUW,2025-12-12,2025-12-12,1,PC
305-rSQKoTYGhj7cBCSCK_lOs1TrS0Pt67yXNR_DlZfZaYGBx81Bl4odz_rTCQXdnMjq_IfvPCzjhA,EUW,2025-12-12,2025-12-12,291,PC
30dO86G-M8L6PlPDKScCqO0b4yjZ-o_t4tprUk211E9e5zUjvleVTkr5W2HMPx7KNdEVeVGK-1Mpsw,EUW,2025-10-12,2025-10-12,448,PC
30NUNkhf8LKU1QhZ9khRW3M8szOU0UoChVjSZa9EOMXOa4FO8kN-bxku7b722HhU3E0gj50FZ5GVwg,EUW,2025-12-14,2025-12-14,48,PC
30YnBoC2opHDufmmoirgQHrW_6pWrHjVmEqtJfiWOzDnxInNGGAk-_GcIizDNlARhCBvzEHYG4NUpw,EUW,2025-11-12,2025-11-12,68,PC
30YxtKsmWMLTUHjD2nGL43Iha0F0RckjXbBzdVbjRpnATBRXZezdJ5sTAlbkb07TUEEREvziStdnhg,EUW,2025-11-27,2025-11-27,68,PC
313CnB2JF7dIfJa7HRrkgRXgPaeEMq5UW2yq22oN8nB3k40wLuwJn2DUkz9AD94IGzqxJ-dnXJsXcg,EUW,2024-11-24,2024-11-24,433,PC
314HzkGc1XOCZg4sBmvecEJx53n1UXKv3QlJ-ch6WGRHJEFsVbkm3hlPu7tYW4hG46AwlBZtcjLCQQ,EUW,2024-11-28,2024-11-28,25,PC
31X1rEqe2pWVVfQ0s8BMDcytNhumVyuO6BaUih6pdhkV3dfGirsEi3doMF-lJZhX75uohX9UH48_Iw,EUW,2025-06-23,2025-06-23,111,PC
32jCGI6YhtObuv1NAcT1Tkqf7gU8dHFRfez1wWEsysB87Xj_s04Gm1y-EfETeSUfdqYDGdVVbHpgGw,EUW,2025-01-30,2025-01-30,283,PC
32Rn18xQ3XYzJFgfwN1PMDrmopr2LtYo7BQpuOuqVHp8dxG4dQaAG_DqPLdF0aPPTYI94k_9_YqvCg,EUW,2025-07-20,2025-07-20,39,PC
33KTxAiWg00_5QvVHOD47Cr2psVYpT17fZ-CRw9-wuMor0B5cyMofqXDcjE_8oKdjhaW6_xD5WzY0w,EUW,2025-02-18,2025-02-18,29,PC
34J3qHFtD4NSJn6MpmDyf9fCa1kP50afY88oc-JTPWX1ZjyQtwW4V-dVLIbMKplHpz86ijxtlpWqFg,EUW,2025-07-12,2025-07-12,101,PC
34kP_bBO_VChneydRU4-6Uw57RWiPoiHDefWQPXLnB713s3Vk0MTst5dTo_iIhENyjJkS2VoAm2KlQ,EUW,2025-08-16,2025-08-16,433,PC
34zLE6JHNZCbY-wyeIFtUlDNi6SbXi6ULFMhPnaYPHa2uC2PQBWa5L7wnDUEQX7xFD6tqCt4bdJSMg,EUW,2025-12-13,2025-12-13,97,PC
35-Xt-3DOvOu4VHSbuRTP5rV1Pm0KluTcJQvL8FPoJk1sUKbWkweD4jdUBqHNhEW29uJr6s-JYLG_w,EUW,2024-11-29,2024-11-29,29,PC
35I6Cl5eccVbYcwsZOFxVxkZOGrXZOorI5SWSpfNz5syXsv9Ss2VHTlHBDVFFC5MbE-J-SOaRdvyKw,EUW,2025-01-22,2025-01-22,171,PC
35IL47qszkQRvkTa9ausvo7ENPngko2eWExQIAtx5oWYTHCPMVtU5SHMQE_gAecWi8y2NrN_jhwneQ,EUW,2024-11-27,2024-11-27,261,PC
35Mf4QjlVZ66YhnX-nq2eCYmvKnJEP0ZU8LXFfa8jwH62tjKNBcay4GzLh1GczcebaLV4_24D8KxLg,EUW,2025-01-24,2025-01-24,83,PC
36RJdYC9pRa_iIJfXbUvubb4e6Kug__5liaAiQ-hxK9gmQ6eJQyAruiV8mqyRfA3pX5TMSWjBwOKEQ,EUW,2025-01-23,2025-01-23,14,PC
36UQhTDMYnqlmLz1s3BvC4fwlz6x4hOeOT-_c2DoOsWPOij3NH56oNrz9b2mVvdCkw3EB_2-KwpVnw,EUW,2025-09-23,2025-09-23,28,PC
36Wly1wqGW3qBXSBzOUT3iOV_5LbX-cm7fg9vzKQDzIl7g3tmgZw2Y9SBhqgNrZXvsrr8KZdamfDSw,EUW,2025-08-06,2025-08-06,29,PC
37jG98-oVF4lmHP6KZ9Bt3QoVWsc0pdOmeSvHVnRyx7vxXGNl4QnY28vlxrimuhGmf9FYAo9SLy7hg,EUW,2025-05-18,2025-05-18,206,PC
37scJj5CsL4SAqR_N8lUKPD0bWihODJTqVX6efY5tTg4jKwnisfPGiQdOk67f40LZ8iCd8b4WVskQQ,EUW,2025-12-13,2025-12-13,88,PC
37W-3x2bM4guqAHcxskKcvoDgC4Ar4FcyVDYLKcG0i1qLC7HaaR2rKSFq6VLRlORIA91zal8MvFNDw,EUW,2024-11-23,2024-11-23,144,PC
39Ijkb0GAtYZxrnuvHhAS-7gN5ChAp5auI9BbOFxzKpL4FPDQnhZCyFhoFVzM_oyfpocHb4LrKOvsQ,EUW,2025-11-09,2025-11-09,17,PC
39QaTo-HA8fbetndx3JMsBvi953Fp6mtlFd2-BuimZAZESg_3Hk8EzgbZcDlInOEFHHEY7JkJOm5XQ,EUW,2025-06-29,2025-06-29,55,PC
39ryRcj45UbRwjLcMYU4CvMktviq2uRzILg5rEZ5BqhRCKeFDpSAHjshJ6u8uLOIx4kvyBZXrI8ZPw,EUW,2025-11-03,2025-11-03,322,PC
3A3hD_a--FeWajI3OwbMJTLytKKAjFcsevvmgVGdgAct5TttA39pB469sYBDboEtNIVy2FcJoy-mTg,EUW,2025-02-04,2025-02-04,705,PC
3A44wZyNy2XD-9xUx-uom-RKjkc70005uTPdg3kvmaqAkqHFZAXsKbTx7WgERiI3n55De3yYFF9vog,EUW,2025-06-01,2025-06-01,23,PC
3af4c0zjZFwd6H_hwvJyIW9oZguvawmI5joTxPVXm49JcFyqSWEDBatvlN9VWM_QMfFPVTxjcjKJVg,EUW,2025-12-14,2025-12-14,32,PC
3aFth3nPWYP97WljXOojWqSvZ-UG1VnVYMNRobbFFzv929b9uVWrUycGYsg1i5aYzmLyrlzDsOAjDA,EUW,2025-02-19,2025-02-19,89,PC
3b1xw3OVuy1FT30z-5YNhEiCPwXooRvrWuxhUZFkrU3Me5DzOSGPKo2ER_aEjbN5m47Arz4iieogRg,EUW,2025-06-18,2025-06-18,91,PC
3BBG5IqFwW6qWUgypNsVTJcKYbuejDNSiSMk-Dr36FE3jUIRW5jpAnuyebAVmqcq6cyKtoVaL2l0Rg,EUW,2025-07-19,2025-07-19,50,PC
3BCW1jxNILWEoTflX6OShLR-PL3ou80yefXUNmDga3GlKCtf157a1hRXy5x-F2IYx7YWGcSVMPm23w,EUW,2024-12-23,2024-12-23,202,PC
3bDusGQVKt5VcpPt0o-WBCh1EzEHSoRK6K7xsKXOAmIVsrkPcqidK28Z3pvUCHYUxmLuyQfmTWp02w,EUW,2025-01-17,2025-01-17,70,PC
3Cg6ZgZt4-IX83DwOmZZVl3ih2eCDYBRm3JtKnSY6bD1qPc1yQ6wmlC2VuNBkI1sqCvB8SkAx6juZg,EUW,2025-01-07,2025-01-07,299,PC
3cHZ1P7N-xqlwoDXDK1SkdDufqV5JKgElqC-uUQjjCODU6SV-QU4vPzFr4F2RezGMQVootQzLk3BLw,EUW,2025-12-08,2025-12-08,80,PC
3CkRiFcHWjzlkKlDQWhS5OFiDGHedSYTvR8DbFLbn1OMlkv5yf87nAkn2Nv7L_Cjion3dWBzkx2gqw,EUW,2025-07-27,2025-07-27,254,PC
3Co7YKkCDiwucb-_0xVWyjdQOh2mPOwCfBj7eSe91i0dnjp9owtn7vArHp0JQnxrX_5C3zILGbD93g,EUW,2025-12-14,2025-12-14,74,PC
3cR5LbQ7dfFGvVgNmShJtQrmvzBvBcfrjmVdOJsaquWRMyXl2TvFMY7Otti4-JQjm6tY1cwVoAHBdw,EUW,2025-10-19,2025-10-19,10,PC
3cSTXB661NOhXdAWteZl8CALgmLcDNB-RA9m2z5Q0M2K0sLBUy7_m3Vtoc1CduY10KtDl6RekwXtrA,EUW,2025-08-13,2025-08-13,877,PC
3D_VLi8_gWV-EaB66cjrv_hSjUn_kKyENZZFPwXWGmjFbBmMHuFpdQ_fS2kZ9uGTWf71xWjnhIxSoA,EUW,2025-01-14,2025-01-14,17,PC
3d1uSNBSNE-ce7bq_-pb6tTavXUBONnrnV7Ppz7ZdcwXz9Hb4LySmFZn2EHeH_UEGzx-no5jwEO9yA,EUW,2025-02-16,2025-02-16,58,PC
3DeHVVbBlGyVHMWvdnPcROH5g0sRnVgPnUrgNUPRaC9oRnbmQ9Vpyu0NS9TMKd-ifo8Or5UfQgMPRQ,EUW,2025-08-15,2025-08-15,678,PC
3dg3nVLh3dyf33tUdYL9bzeJJpim43fpth3ZDb-kwL2TarlxDyiWYmRHVAfX8oBM5CAk7W_K7K824w,EUW,2025-06-29,2025-06-29,1,PC
3dGoa-6x7Njm8MPid2R02EVVEKaL1aiifqzGuLdgcruAqqFQkQybiUt3uEvt59NhPAVfoTrD7vN2dw,EUW,2025-02-17,2025-02-17,141,PC
3Do5LZcLRi8TTvSFY-NwuiVUppit5_eU2yCMTw-NGjyEcnSSCC2GyltenaB4q89NYGXRyBr3cYLL1g,EUW,2024-11-18,2024-11-18,130,PC
3dpFcqmDsCpB3dG9RXu17xEH8-uPU4W4T5l_NxlAyQxJuWKgPdBe3aYatHePcSVNjc-Cecutcp6awQ,EUW,2025-08-16,2025-08-16,715,PC
3DpJKiHSLqB3HYyEFd8JmwHL1acL_cf5gOa--9cZue3NuyLM1Sq3A68qn06SvCongHBpfgO8z0PN8g,EUW,2025-01-16,2025-01-16,24,PC
3DzXilKjXCo4YnLuSrjP1jRb--Ttrz_x57Xuh3qu8aNC67LATUaFAi1D21egsxrMdHIAecRXS5TnVQ,EUW,2025-09-26,2025-09-26,38,PC
3E8z45A3jUovD3LM3Zuo4Tvad93owjbNtuICZSe1XAeroWJNO6qZSQeEWDC9bXl3BPCHJnCIYvIGzg,EUW,2024-11-19,2024-11-19,156,PC
3egJMh9MNzdYA7cPMg_aI1q2hSVJ8tLVWGJu2R5RadkYvj0Z7dCD6DCEsGibsb84JawuHK1Azkat8A,EUW,2024-12-03,2024-12-03,30,PC
3egZb3Y6X9hdi2cM-womnQltZzjqjCzS6UuajdyHp8g6NsAldUmGGnnaiBMC8oPmifcjDxM4WhfnDg,EUW,2025-12-02,2025-12-02,182,PC
3emN8-9s3JUKxlAKsxCACOtIEt3rIziiAXSJiHPgPu_QtVoIPlkqpniykiaLLwE-ocTWyLQtrSx7ZQ,EUW,2025-02-06,2025-02-06,312,PC
3ERsipij6vDmAyGoQQdhCDsS5UCdd11WFY0nh4XyVuqV3CNUAZV1fGC20bUqht8OSVzQUVJObtG4dQ,EUW,2024-09-25,2024-09-25,44,PC
3EWP5wHomp9SZX9yADQqp-NPrhKQbD4-sju3taH-7B4ttJt56SA5TY6RjM54dWowKFlc9cwEc3bfsQ,EUW,2025-12-11,2025-12-11,22,PC
3EyltIIf580hqr2LqMmFkSlUt0WPU2Jdjs79XJsvEhtUBNe7FNWow3t9VEcxSfA5frdnflYWL7HmvQ,EUW,2025-11-18,2025-11-18,44,PC
3fgjKxqJBAPUeHVsa_z55jE1obwDHNMslHqobIoxfQMIqUC78IDMnkOudazuh17jOc7OVkOJhEppMQ,EUW,2025-11-14,2025-11-14,19,PC
3fLZddlFxuwXK1F9Rjt39joRWc0uTF4kacKCwnpqHxrw6dX_g6VcZfzMfYPRyg2dv00zqZ40M_sv4A,EUW,2024-07-21,2024-07-21,5,PC
3fNAdu-1vCXftRTH4X0wJ55TScYmeD6DtmuJtZbddlHuzk1S4JaoUmOF29yOWI9SzGups0MFH6nfxg,EUW,2025-08-05,2025-08-05,19,PC
3FP795ncpxsSjvZexhyoJwHwQJBPCl6kOQsNl7AYKcSfRCfCvYWCeZ-5vOdtLI1lCfp-aBau1fGYsw,EUW,2025-08-09,2025-08-09,674,PC
3fptE2ZLMhQCAUiRlGZH0OQ38MzEBgt_lxzQiK58oLViMWPrAaGfpFO8bfK13MdHVVjyejuy95jdoQ,EUW,2024-12-17,2024-12-17,107,PC
3FS2A5Ity469LZJdD9NvniQivKurygh_VQAEsdFNsCzvge54LY0Hy9AMOC-Tsj8AmPYMLbIifHS5iw,EUW,2025-11-19,2025-11-19,400,PC
3fslFv99coJF5jVnKOc3X2ZUKrI-mzoHcs1YhP-ZGi15IfBSdnAMwZMWfNPKuM2O6X_B-_DlSN78JA,EUW,2025-06-14,2025-06-14,92,PC
3ftvqK6bmdcEBtKCKDZmwa5oCleo-LCT6qVjmPHBZ7n20bd9N8tXwEXSHJ3R-QETT516v6U34Wf6yQ,EUW,2025-02-14,2025-02-14,31,PC
3FurIpeLeOw6bw9yUZ2jTSOGuS49RIbT5IJIwnzXcCijXBGtyszSTeIaLuet3k279-KyyfFoV34Q8w,EUW,2024-12-07,2024-12-07,312,PC
3GGBSLGVVQMx6lUw68sV0UHNB6w77snbUso5YCbkmR4WmW0EeMnebmidGgojxJNBll1B9A9Jh9os2w,EUW,2024-12-30,2024-12-30,99,PC
3GgZGn1CbgWQ6Ska2KySlhDee5754Qw6viNTS62FahDQ_Xda9IhpsF9ClJsC8uwEwOGSeFuphx1F_g,EUW,2025-02-23,2025-02-23,369,PC
3giS4ZkuRx1fXSkWYmRH0c64Aa42Q5uDszJcOarb-h0t8p_0zFg4YaVS75BIEe9pffZuZM90l52oHA,EUW,2025-10-16,2025-10-16,76,PC
3gizGrvFQyNtgVHfF-Na9rsbI5CdlfzMer7X06tTeImVdfJND-dN5DEsRrqPVo94-ILqb6tlUxVbJQ,EUW,2025-10-20,2025-10-20,334,PC
3GQMFirF-3Hss-qeRYg4ludlYsyaNoJrTMIQE49sXqsHjXTgKssZUpXAdOuK4ci-9IAG6V8JzeFfMA,EUW,2025-12-12,2025-12-12,162,PC
3gR81bqBuiZw735-GMkFoGQlc00OrAr0edo_Gf8TYxDPGNroGeL163w_BwH4n88jYen68Ql8J12lsw,EUW,2025-12-12,2025-12-12,14,PC
3GwVMP9fpXNr9XgK49dFHzHn-hIpMOfmF7K-04JJyA5onjFbshscTzvNHzcPmN2B69ghzQiaqmbYUQ,EUW,2025-07-10,2025-07-10,217,PC
3haUmp6WZ54zix9Af1ra0iaYq5jmae6_R8ieKx0g4dtdTvmzzxwEFzwDwYBDzih_jE_c8BPBYPmSXg,EUW,2025-10-20,2025-10-20,87,PC
3hDNlm7wlTWQ50d7dSNNZFaDdxEUVir2wEF4BVfbDUCfebrcEdOftF-o2KLNABh_43-YLoLqqbicYA,EUW,2025-03-07,2025-03-07,214,PC
3hI496E0Pi3ZU3-hVE27L_Q-Vd_uvtKVcVf8kbngnEHOBTN4d6oNvqFpA-0c6TVGdDJlLRZrHFpg9A,EUW,2025-11-26,2025-11-26,18,PC
3HjooS330RCQsM2KYxFD3LJnXMi3rUYkxXb66IslrdRmwI6RtGFIGgqX0HcCctxOb9lhNyiPH2zOGQ,EUW,2025-11-13,2025-11-13,38,PC
3HKmYpS_CYr3bsZooo9nHOzE1e62rhdPWhjndhdenqQG7Q1F9H-7tonl_-xf_vyDjxxqXhKrhqmYPA,EUW,2025-12-13,2025-12-13,27,PC
3hmGU6tVeott83-L5RyogZC6ibeLWW49PLljVj1EJKSpPthPMu0rqnvG4_Bwuq192cfnjqy6OJ_XLA,EUW,2025-11-07,2025-11-07,12,PC
3hnk4y9jfio-W5b-0wdtP7ckQCgzt6IQR0WHv_w5SZ9Xf8wOtwxqvkKd852sCcrvOYvzRoaOZNRkwA,EUW,2025-12-02,2025-12-02,818,PC
3i9Ib_f3u3ZwkUP-eberzCnb6gsL6Kw2ffhFQT4vDcWL0CJhfCzZjvrFn2LsSRenQwyLHtguFkUd9Q,EUW,2025-06-19,2025-06-19,339,PC
3ic7BuIs0fSRthaCz_rOXfUqRSxh6Cfk_k8GsqXkT4oD6A52WlF8aWo6GxijzpQVN0dgh8wBOncYow,EUW,2025-11-23,2025-11-23,20,PC
3ilFBIdEASjnyw2xJ6NH6rLFIu2mykzn8rIAVoFlICyCr4WyzlQzgSTk17-b4ABvOPT4DKf-DZzqzg,EUW,2025-09-21,2025-09-21,102,PC
3IsqYRHiYyBgnTac1nHoNoaEcw08hcVClD0kNoJ7kppVZF_QwD7XvXq_nCfMma0GYMeQXZy_pZi3WQ,EUW,2025-01-24,2025-01-24,152,PC
3IxrBF-E3AgkRz0fjO9tL-61zmrGGSIHwWoKePcYeyKwONoEUiF0dPBiUDgavopNjQ4c73Wk0SUwag,EUW,2024-11-17,2024-11-17,9,PC
3IYL0dc-Y4rTJqhnKYVlKLvIFEViTPAFbqE38qBJfuMYshZGPhOle0fRMvEI2MsBroYLMu2JREGtQg,EUW,2025-02-22,2025-02-22,831,PC
3iz0DZIOx_G9RY7wnhgqqcodQakHAb3EJjmN7nAzGs32AnM_NtHEWMGppPWAJ_itGM-cQgqMpGSUQA,EUW,2024-10-24,2024-10-24,50,PC
3jz6JW5K9bCA0CQSbT4C-Ob5vleXEYVn-7StIiIzri4f5DlR9WF6UE9H-xC3n3K0aoIYfZR-lV1xog,EUW,2025-09-13,2025-09-13,46,PC
3JZwljQtSgsxBo5BaX1nTo4XKPbyGusb2v_5MlEu1YMO27tFE6Q85-QLokQpj8HzIs-ErN80O2rRaA,EUW,2024-10-24,2024-10-24,8,PC
3k5K4Eoz2oYPZyP3OgLpTSGkliSSWMsOARIruPiQU7EReWdp9UBj-qislGzgBhRBYIbS2GX3djiMrg,EUW,2025-10-31,2025-10-31,40,PC
